364;Помощник Digital Marketing Manager;ООО МедЗнания;Москва;45000;10
365;Водитель;ООО Транссервис;Москва;65000;13
366;Специалист отдела продаж / логист;ООО АвтоГруппБай;Минск;1500;15
367;Мерчендайзер (Могилев и Могилевская обл.);ОАО Пивоваренная компания Аливария,часть Carlsberg Group;Могилев;750;12
368;Курьер; Семья;Казань;30000;9
369;QA Engineer; SoftSwiss;Минск;100000;9
370;Региональный менеджер по продажам в СЗФО;ООО Техно Лит;Санкт-Петербург;75000;15
371;Операционист;ООО САМСОН, ГРУППА КОМПАНИЙ;Ставрополь;26200;7
372;Инженер-механик (стажер); HeidelbergCement Group;Белгород;100000;2
373;Медицинский представитель;Иностр. п. Представительство АО «Sandoz Pharmaceuticals d.d.» (Словения) в Республике Беларусь;Витебск;100000;4
374;Менеджер по продажам пряжи и товаров для рукоделия;ИП Самарина Татьяна Владимировна;Новосибирск;30000;5
375;Специалист по работе с партнерами;ОАО БПС-Сбербанк;Витебск;100000;15
376;Комплектовщик/оператор склада; YouDo;Стерлитамак;36000;2
377;Руководитель по PR Дальневосточного региона;ПАО МегаФон, Офис;Хабаровск;100000;13
378;Грузчик;ООО ТД Рублевский;Москва;45000;20
379;Продавец-кассир Zara Дом Мертенса; Магазины;Санкт-Петербург;100000;5
380;Водитель-курьер;ООО Компания Интерлогистика;Москва;50000;12
381;Менеджер по продажам (без поиска клиентов); ЭЛКОД, группа компаний;Москва;70000;10
382;Маркетолог/интернет-маркетолог;ООО МКтрейд;Минск;1000;11
383;Регіональний представник з продажу; Winner Group Ukraine;Киев;100000;9
384;Продавец-консультант товаров для дома (ТЦ Европолис); Hoff;Москва;45000;9
385;Специалист виртуального офиса; Точка;Екатеринбург;40000;6
386;Менеджер по рекламе и маркетингу (нижнее белье);ООО ВЕСТ ТРЕЙД;Москва;65000;18
387;Территориальный менеджер;ООО Premium trade group;Ташкент;100000;16
388;Ассистент менеджера магазина Bershka; Магазины;Киров (Кировская область);100000;14
389;Монтажник связи; Частное предприятие Классик-транс;Минск;1500;10
390;Системный администратор / Компьютерный мастер (Мастер ПК);ООО ЮниТех;Москва;70000;1
391;Менеджер по продажам недвижимости;ТОО QUBIQ GROUP;Алматы;300000;14
392;Юрист;ОАО ЖИЛСТРОЙ;Витебск;600;6
393;Трейдер по продаже нефтепродуктов (бензин, нафта, газойль, мазут, авиационное топливо); Fleet Energy Inc.;Москва;100000;12
394;Пеший курьер;ООО Курьерист;Москва;40000;12
395;Менеджер по продаже мебели;ООО Фабрика Стиль;Москва;55000;8
396;Compliance Officer;ООО Финстек Бел;Москва;100000;1
397;Повар-пиццер; «Пицца Лисицца»;Минск;1150;9
398;Менеджер по работе с клиентами;ООО MiaSofia;Москва;45000;16
399;Менеджер по продажам освещения;ТОО QAZ SVET;Нур-Султан;200000;4
400;Водитель - ремонтник;ООО Замок-Сервис;Москва;120000;15
401;Head of Sales (HVAC);ООО OOO Xususiy Bandlik Agentligi DMC;Ташкент;100000;14
402;Remote Data Scientist;ООО MaxinAI;Нур-Султан;1500;15
403;Водитель со своим легковым автомобилем; Курьер Сервис Экспресс;Москва;100000;5
404;Инженер по организации, эксплуатации и ремонту;АО Uzauto Motors Powertrain;Ташкент;100000;13
405;Заместитель директора по финансам и логистике;ООО Доставка Плюс;Казань;100000;2
406;Офис-менеджер;ООО НотаГолд;Москва;40000;13
407;Директор по развитию и продажам (CBDO); Prospects Group;Киев;30000;7
408;Мастер-приемщик;УП Моторлэнд;Казань;60000;12
409;Водитель/водитель-экспедитор/курьер;ЗАО E-dostavka.by;Минск;1200;17
410;Менеджер по проектам;ТОО TDS Media;Алматы;300000;4
411;Ведущий менеджер по продажам;ООО Сила Земли;Краснодар;70000;6
412;Менеджер по закупкам;ООО ТК Микскар;Одинцово;45000;11
413;Врач-косметолог;ООО БьютиМедСервис;Москва;65000;16
414;Слесарь серверного участка;ТОО ADM Machinery & Service;Риддер (ВКО);200000;20
415;Менеджер по продажам;ТОО Techvirt;Нур-Султан;120000;6
416;Продавец-консультант в Ароматный Мир; Ароматный мир, винные супермаркеты;Санкт-Петербург;28000;3
417;Специалист call-центра (удаленно);ПАО Совкомбанк;Новосибирск;100000;9
418;Сборщик жалюзи и рулонных штор в цех;ТОО Евростиль Казахстан (Экспресс оплата, ТОО);Алматы;120000;10
419;Интервьюер; СКБ Контур;Екатеринбург;25000;17
420;Помощник юриста;ООО Финансово-правовой альянс;Санкт-Петербург;45000;17
421;Менеджер по оптовым продажам;ООО МосОптТорг;Москва;80000;16
422;Менеджер по продажам; Мединат ИТ;Минск;750;9
423;Кассир в пиццерию (г. Солигорск);ООО Доминоспицца;Солигорск;750;4
424;Sales Team Senior Coordinator / Ведущий координатор в отдел продаж Procter & Gamble; «Procter & Gamble», Молодой специалист;Москва;65000;13
425;Менеджер по продажам (без поиска клиентов); Теремъ;Москва;50000;5
426;Категорийный Менеджер; ОБИ Центральный офис;Москва;100000;10
427;Грузчик;ОАО МИНСК КРИСТАЛЛ - управляющая компания холдинга МИНСК КРИСТАЛЛ ГРУПП;Минск;900;9
428;Мерчендайзер; Унитарное предприятие «Кока-Кола Бевриджиз Белоруссия».;Гродно;100000;12
429;Инженер ПТО;ООО ГазАртСтрой;Астрахань;120000;8
430;Инженер технического надзора (Узбекистан);ООО Golden House;Москва;100000;5
431;Водитель-курьер; ПИЦЦА ТЕМПО;Гомель;600;3
432;Контролер управления - Ашан; АШАН Ритейл Россия;Москва;100000;1
433;Сотрудник склада; Ozon Производство;Екатеринбург;35000;17
434;Руководитель направления C&B;Российский банк;Москва;100000;20
435;Водитель-курьер Lamoda; Lamoda;Сочи;50000;2
436;Подсобный рабочий;ИП Принткорп;Минск;760;6
437;Водитель-экспедитор;ООО ЛТР;Москва;70000;2
438;Customer Service Agent with English Speaking;ТОО Acasc study in china;Алматы;80000;19
439;Директор магазина Bershka; Магазины;Киров (Кировская область);100000;14
440;Специалист по учету и анализу данных; APS;Минск;100000;5
441;"Продавец-консультант в дисконт-центр adidas (ТЦ ""Меридиан"")"; adidas, Фирменные магазины;Краснодар;100000;19
442;Программист iOS (Swift); Cappasity Inc.;Москва;100000;10
443;Водитель-курьер;ООО МенюБай;Бобруйск;700;5
444;Менеджер по работе с клиентами (на входящие заявки);ООО Гигант-Двери;Екатеринбург;35000;5
445;Водитель категории С, Е в Литву, Польшу, Англию, Россию;ООО КА Семья успеха;Калининград;1700;7
446;"Продавец-консультант в магазины ""Вкусвилл"" (Санкт-Петербург)"; ВкусВилл. Магазины;Санкт-Петербург;38000;9
447;Администратор; «Пицца Лисицца»;Минск;800;17
448;Гейм-дизайнер гиперказуальных игр; КА Натальи Зотовой;Минск;10000;18
449;Фотограф; LikeMe Studio;Москва;70000;4
450;Юрист; Organic life;Ташкент;100000;2
451;Продавец-консультант в бутик Loro Piana (The Outlet Moscow); ЦУМ, Дисконт;Москва;65000;1
452;Агент по продаже недвижимости; Этажи;Минск;1600;1
453;Менеджер по работе с ключевыми клиентами; Алютех;Батайск;60000;9
454;Менеджер магазина в торговую сеть CORE;ООО ATTRANERGY TRADING;Ташкент;4000000;1
455;Курьер-водитель;ООО Атехком;Москва;40000;16
456;Специалист в архив (4 часа не удаленно); Билайн;Воронеж;15000;11
457;Региональный медицинский представитель;ТОО Unimed Services;Нур-Султан;280000;2
458;Кладовщик-отборщик (комплектовщик); МАГНИТ, Розничная сеть;Сургут;62000;17
459;Мерчендайзер (г. Москва); Л'Этуаль;Москва;35000;15
460;Специалист по работе с корпоративными клиентами;ООО ЮрСпектр;Гомель;800;12
461;Менеджер по продажам без привлечения клиентов; СКБ Контур;Москва;72000;3
462;Subsidiary Director; LeverX International;Польша;100000;19
463;Менеджер по продажам;ООО ВДМ;Санкт-Петербург;84000;6
464;Администратор клининга (ночь); Staff-hr;Москва;45000;20
465;Телемаркетолог;ПАО Ростелеком;Сарапул;12000;11
466;Менеджер по продажам; Аплинк Нетворкс;Минск;2000;3
467;Продавец-кассир Stradivarius (ТЦ Планета); Магазины;Новокузнецк;100000;4
468;Менеджер по продажам в Премиум фитнес-клуб;ИП Желманова Инна Александровна;Москва;75000;7
469;Продавец-кассир; Кафе-столовая Марков Двор;Москва;40000;12
470;Копирайтер / Пресс-секретарь; Consortium Psychiatricum;Москва;50000;20
471;Кладовщик (Универмаг Московский); Сеть магазинов цифровой и бытовой техники DNS;Москва;42000;16
472;Грузчик-комплектовщик (м.Старая деревня); буше;Санкт-Петербург;45000;1
473;Intercontinental Rail Product Manager; Maersk Group;Санкт-Петербург;100000;1
474;Медиа менеджер; ECCO;Москва;100000;4
475;Бизнес-аналитик;ЗАО ПремияАгро;Минск;100000;12
476;Специалист отдела бизнес-администрирования;ООО Kolberg Group;Ташкент;100000;5
477;Ассистент отдела продаж; CATAPULTO.RU;Москва;45000;16
478;Главный клиентский менеджер малого бизнеса; Сбер для экспертов;Москва;127350;9
479;Начальник отдела маркетинга;ООО Агроакадемия;Белгород;70000;16
480;Курьер (Доставка);ООО Доставико;Москва;40000;20
481;Персональний асистент; Winner Group Ukraine;Киев;100000;19
482;Повар-сушист; СУШИ ВЕСЛА;Минск;720;1
483;IT HR head / HR business partner (HR BP);ООО МКК Русинтерфинанс;Новосибирск;70000;20
484;Специалист СМК;ТОО Qazaq National Product;Караганда;200000;20
485;Менеджер з маркетингових комунікацій Jaguar Land Rover; Winner Group Ukraine;Киев;100000;7
486;Водитель на Мерседес-Бенц Е-класс / Персональный водитель (Wheely Сервис личных водителей); ATOM LINE (ИП Ромов Владимир Анатольевич);Москва;75000;20
487;Brand Director / Директор по маркетингу;+;Санкт-Петербург;100000;9
488;Кладовщик-комплектовщик;ООО Платки и шали;Санкт-Петербург;30000;10
489;Кладовщик (м. Кантемировская); Ozon Производство;Москва;55000;10
490;Инженер по охране окружающей среды (эколог);ОАО БЕЛГИПС;Минск;100000;6
491;Комплектовщик/оператор склада; YouDo;Октябрьский (Республика Башкортостан);36000;8
492;Менеджер по продажам технологического оборудования; Эстекс Бел, ЧП;Минск;1200;15
493;Танцовщица/танцовщик, г. Москва;ООО Омега;Москва;300000;12
494;Менеджер (м. Бульвар Дмитрия Донского, м. Скобелевская); Сеть винных супермаркетов «Ароматный мир»;Москва;65000;3
495;Менеджер по продажам услуг;ИП Манюков Роман Сергеевич;Краснодар;38000;20
496;Специалист по тендерам;ООО Онбит;Уфа;30000;7
497;Младший 2D художник-иллюстратор; ZAVOD Games;Москва;50000;18
498;Главный клиентский менеджер малого бизнеса; Сбер для экспертов;Санкт-Петербург;90000;7
499;Преподаватель китайского языка;ООО Илэнг;Москва;100000;12
500;Оператор call-центра;ООО Медикана Нн;Нижний Новгород;25000;19
501;Менеджер по работе с корпоративными клиентами;ОАО БПС-Сбербанк;Гродно;100000;1
502;Специалист бэк-офиса/Помощник менеджера по реализациям и логистике; КУБОМЕТР;Самара;25000;7
503;Администратор в SPA-салон; SPA-салон МОНАРХИЯ;Екатеринбург;55000;1
504;Front-end developer; BelVG;Минск;100000;15
505;Менеджер по продажам без поиска клиентов; СКБ Контур;Москва;69000;11
506;Слесарь по ремонту и техническому обслуживанию завода;ТОО «Вагоностроительный завод «Т?лпар»;Нур-Султан;100000;18
507;Санитарка / санитар (уборщик служебных помещений) в медицинский центр; Лодэ;Минск;640;6
508;Специалист по IT; Частное предприятие БЕЛЮНИПРОМ;Могилев;550;20
509;Сборщик заказов; Пятёрочка. Склад, логистика;Нижний Тагил;100000;10
510;Продавец-консультант (Керамическая плитка); Урбанист;Москва;50000;10
511;Руководитель группы запуска розничной сети;ООО ВсеИнструменты.ру;Москва;140000;5
512;Менеджер по продажам;ООО Сфера Комфорта;Ульяновск;40000;19
513;Водитель-курьер на личном автомобиле Яндекс Маркет (Беру);ИП Левина Галина Алексеевна;Санкт-Петербург;60000;17
514;Assistant Product Manager(выходного дня);ООО Амасейлс;Минск;100000;1
515;Мастер цеха сварных конструкций; VDS;Минск;1200;20
516;Инженер-метролог;ООО СпецМонтаж;Москва;70000;11
517;Член бригады ресторана (г. Витебск);ООО Доминоспицца;Витебск;700;7
518;Ночной кладовщик-комплектовщик; Lamoda;Москва;40000;5
519;Офис-менеджер;ООО GANGA HEALTHCARE;Ташкент;2500000;2
520;Грузчик (Помощник экспедитора);ТОО Торговый дом «Ордабасы – кус»;Шымкент;70000;9
521;Старший специалист по взысканию задолженности; Сбер для экспертов;Санкт-Петербург;56000;13
522;Специалист 1ой линии технической поддержки; Аптечная сеть Максавит и 36,7;Нижний Новгород;50000;17
523;Бухгалтер / Аналитик данных;ООО Автоматизация и Консалтинг;Самара;40000;3
524;Колорист по волосам (ученик); Салон красоты Гармония;Казань;50000;12
525;Сборщик заказов; Lamoda;Люберцы;45000;5
526;Специалист по транспорту; APS;Минск;1000;9
527;Кладовщик-экспедитор;ТОО Интер-Холод;Алматы;150000;14
528;Кассир-сборщик (подработка);ООО Гигант;Санкт-Петербург;9000;9
529;Главный портфельный консультант- Финансовый советник; «РОСБАНК, Societe Generale Group», с опытом работы;Москва;100000;8
530;Администратор-кассир; ГК Эксперт;Уфа;29000;7
531;Водитель;ООО ЛТР;Москва;70000;2
532;Специалист по качеству; ТрансТехСервис - Набережные Челны;Набережные Челны;25000;6
533;Водитель-курьер на автомобиле; ВкусВилл. Доставка ;Москва;48000;5
534;Ассистент руководителя;ТОО Лайк Центр Астана;Нур-Султан;120000;3
535;"Продавец-кассир в сеть магазинов ""VINO&ТUТ"" (пр-кт Притыцкого , ул.Слободская)";ОАО Минбакалеяторг;Минск;700;9
536;Специалист по документообороту (Помощник руководителя) Пушкин, Павловск.;ООО Автотехника;Санкт-Петербург;40000;10
537;Менеджер по продажам рекламы; 2ГИС;Санкт-Петербург;60000;4
538;Сборщик заказов; Пятёрочка. Склад, логистика;Краснодар;100000;3
539;Менеджер по продажам оборудования и комплектующих для отопительных систем и бассейнов;ООО Aquaheat Group;Ташкент;1500000;6
540;Швея; Консул Медиа;Санкт-Петербург;100000;2
541;Оператор call-центра (продажи);ТОО Студио Модерна Казахстана;Алматы;75000;18
542;Комплектовщик/оператор склада; YouDo;Владимир;36000;17
543;Таможенный декларант;ООО EPA;Ташкент;100000;6
544;Специалист по кадрам/экономист;Совместн. п. Тсин Эст Трейд;Жодино;755;5
545;Менеджер отдела продаж/ Закупки;ООО ТендерТрейд;Москва;65000;8
546;Повар-сушист;ООО Легкий ужин;Минск;1050;3
547;Менеджер по развитию интернет-проекта; CATAPULTO.RU;Санкт-Петербург;70000;9
548;Курьер;ИП Ершов Сергей Евгеньевич;Санкт-Петербург;35000;6
549;Водитель-курьер на личном автомобиле; СберМаркет;Екатеринбург;100000;6
550;Заведующий складом;ТОО Тави Павлодар;Алматы;200000;16
551;Комплектовщик/оператор склада; YouDo;Москва;36000;7
552;Удаленная работа Оператор call-центра; Shop&Show;Москва;30000;18
553;Консультант - дизайнер;" Компания ""Мария"". Розничная сеть";Москва;70000;18
554;Промоутер-консультант (ТЦ Град); Рекордсмен;Минск;750;11
555;Продавец-консультант непродовольственных товаров;ООО Диамант;Новосибирск;100000;20
556;Повар в винный бар;ООО Резалт;Москва;40000;19
557;Офис-менеджер;ИП СЕКСЕНАЛЫ;Алматы;100000;13
558;Менеджер по продажам с окладом;ООО Колизеум;Москва;50000;15
559;Менеджер по работе с клиентами;ООО ИНЕКС;Москва;100000;3
560;Ночной водитель; Black&Yellow;Санкт-Петербург;35000;16
561;Менеджер отдела продаж (на входящие звонки);ООО Интернет-Тариф;Ростов-на-Дону;25000;11
562;Менеджер по продажам кокосового молока и тайских соусов; ЭксИм Пасифик;Москва;50000;4
563;Сборщик заказов; Пятёрочка. Склад, логистика;Кулунда;100000;17
564;Менеджер по продажам онлайн-курсов (удалённая работа);ООО Шоу-школа;Санкт-Петербург;50000;8
565;Кладовщик /специалист по учету IT оборудования; Аптечная сеть Максавит и 36,7;Нижний Новгород;37500;12
566;Сборщик заказов; Пятёрочка. Склад, логистика;Новоалтайск;100000;1
567;Менеджер по продажам в интернет-магазин; Связной;Москва;52000;16
568;Ведущий специалист по закупкам; Жемчужина кухни;Минск;2000;1
569;Сборщик заказов; Пятёрочка. Склад, логистика;Элиста;100000;20
570;Сборщик заказов; Пятёрочка. Склад, логистика;Черногорск;100000;16
571;Сборщик заказов; Пятёрочка. Склад, логистика;Каменск-Уральский;100000;13
572;Продавец-консультант (подработка утренняя/вечерняя);ООО Гигант;Москва;19000;8
573;Сборщик заказов; Пятёрочка. Склад, логистика;Набережные Челны;100000;8
574;Фармацевт-провизор;ООО МЕЖРЕГИОНАЛЬНАЯ РОЗНИЧНАЯ ФАРМАЦЕВТИЧЕСКАЯ КОМПАНИЯ;Москва;60000;14
575;Охранник в бутик одежды; Император, Группа компаний;Москва;45000;15
576;Сборщик заказов; Пятёрочка. Склад, логистика;Новокузнецк;100000;12
577;Сборщик заказов; Пятёрочка. Склад, логистика;Шумиха;100000;13
578;Сборщик заказов; Пятёрочка. Склад, логистика;Камышин;100000;12
579;Оператор склада; Ozon Логистика ;Сочи;36000;2
580;SMM специалист;ТОО GulMarket Цветочная Лаборатория;Алматы;150000;5
581;Помощник печатника (флексопечать);ООО КиМа флекс;Минск;1279;19
582;Бухгалтер-кладовщик;ООО МЦ Патриот;Волгоград;20000;16
583;Сборщик заказов; Пятёрочка. Склад, логистика;Яблоновский (Республика Адыгея);100000;8
584;Сборщик заказов; Пятёрочка. Склад, логистика;Тольятти;100000;16
585;Сборщик заказов; Пятёрочка. Склад, логистика;Тавда;100000;6
586;Кладовщик / Комплектовщик; Пятёрочка. Магазины;Рыбное;100000;11
587;Директор супермаркета / Директор магазина; Универсам Малинка;Санкт-Петербург;45000;16
588;Администратор; MShow;Москва;60000;8
589;Оператор станков с ЧПУ;АО АВТОШТАМП;Москва;60000;17
590;Водитель-курьер; Dostavista.ru;Санкт-Петербург;72000;11
591;Руководитель отдела транспортной логистики;ООО Мастер Логистик;Санкт-Петербург;100000;18
592;Водитель; ГрузовичкоФ;Москва;100000;1
593;Специалист(Юрисконсульт) в отдел развития онлайн продуктов для юристов;ООО ЮрСпектр;Минск;1086;4
594;Водитель-курьер;ИП Максименко Алексей Геннадьевич;Санкт-Петербург;70000;12
595;Бизнес-ассистент руководителя;ЗАО Белфарм, СЗАО;Минск;100000;14
596;Помощник администратора в игорный клуб; VICTORY;Жлобин;550;20
597;Продавец-консультант в дисконт-центр adidas (ТЦ Виктория); adidas, Фирменные магазины;Калининград;24000;7
598;Утренний / вечерний кассир (подработка);ООО Гигант;Москва;28050;11
599;Продавец-консультант (г. Москва); Л'Этуаль;Москва;45000;7
600;Битрикс-разработчик; Mikrokreditbank;Ташкент;100000;20
601;Сборщик мебели; Антей-Альфа;Москва;68966;4
602;Сборщик заказов; Пятёрочка. Склад, логистика;Заринск;100000;11
603;Менеджер по продажам недвижимости / Риелтор-стажёр; ЭстэйтЛига;Москва;200000;18
604;Монтажник ЛВС; SkyNet;Санкт-Петербург;50000;2
605;Сборщик заказов; Пятёрочка. Склад, логистика;Котлас;100000;8
606;Водитель-курьер на личном автомобиле;ООО Дио;Москва;70000;13
607;Сборщик заказов; Пятёрочка. Склад, логистика;Прокопьевск;100000;9
608;Сборщик заказов; Пятёрочка. Склад, логистика;Михайловск (Ставропольский край);100000;4
609;Sales manager (г. Самарканд);ООО ATTRANERGY TRADING;Самарканд;4000000;1
610;Водитель-курьер с личным автомобилем; Далли-сервис;Санкт-Петербург;60000;10
611;Менеджер по продажам консалтинговых услуг;ООО Legalact;Ташкент;2000000;19
612;Кладовщик/товаровед; Комус;Санкт-Петербург;33000;2
613;Сборщик заказов; Пятёрочка. Склад, логистика;Стерлитамак;100000;9
614;Language School Manager; Люкс Инглиш;Москва;40000;9
615;Менеджер по продажам услуг; 2ГИС;Москва;80000;10
616;Кладовщик-отборщик/комплектовщик; МАГНИТ, Розничная сеть;Новосибирск;44000;3
617;Менеджер по продажам; rabota.by;Минск;100000;18
618;Сборщик заказов; Пятёрочка. Склад, логистика;Верещагино;100000;18
619;Сборщик заказов; Пятёрочка. Склад, логистика;Слободской;100000;4
620;Разработчик Android; АйТи++;Санкт-Петербург;200000;10
621;Менеджер контроля управления - Ашан; АШАН Ритейл Россия;Челябинск;100000;11
622;Менеджер по продажам бурильного оборудования и запасных частей;ТОО Торговая компания Гамма;Алматы;150000;7
623;Грузчик-экспедитор;ООО МЗ-Промоушен;Гомель;700;2
624;Вечерний курьер;ООО Курьерист;Москва;40000;9
625;Менеджер по продаже / Менеджер по работе с клиентами;ООО МТК Трансазия-Русь;Москва;80000;19
626;Продавец-консультант SUNLIGHT; SUNLIGHT;Москва;50000;19
627;Охранник в бизнес-центр; Кадровое агентство Страж;Москва;50000;8
628;Сборщик заказов; Пятёрочка. Склад, логистика;пгт имени Свердлова;100000;2
629;Руководитель проектов в металлургии;ООО Спреинг Текнолоджиз;Москва;130000;5
630;Руководитель проекта/ менеджер проекта;ООО ПОЛИГОН;Москва;90000;14
631;Менеджер по продажам; Деловые системы связи;Минск;900;16
632;Менеджер по подбору и оформлению персонала; SportMediaGroup, рекламное агентство;Москва;40000;12
633;Водитель; G M A COMPANY;Москва;75000;1
634;Менеджер по работе с клиентами (удаленно); SkyNet;Санкт-Петербург;40000;7
635;Сборщик заказов; Пятёрочка. Склад, логистика;Андреаполь;100000;12
636;Менеджер по закупкам; НОНТОН.РФ;Санкт-Петербург;45000;6
637;Специалист по оказанию розничных банковских услуг;ЗАО Банк ВТБ (Беларусь). Розничный бизнес ;Брест;100000;20
638;Ведущий маркетолог;ТОО Brainest Digital Agency;Алматы;300000;11
639;Сборщик заказов; Пятёрочка. Склад, логистика;Ярославль;100000;1
640;Помощник мастера СТО - менеджер по продажам;УП Моторлэнд;Санкт-Петербург;50000;6
641;Специалист по IT;ТОО 1С:Франчайзи FAVOR-IT;Алматы;150000;5
642;Менеджер-стажер ресторана KFC;ООО Сити Ресторантс;Москва;34000;10
643;"Продавец-консультант мебели (ТЦ ""MIX, г. Бобруйск)";ООО МЕБЕЛЬ ДЛЯ ВАС;Бобруйск;510;13
644;Account Manager/ Influencer Marketing Specialist;ООО ДиалМедиа / Buzzguru;Минск;500;11
645;Сборщик заказов; Пятёрочка. Склад, логистика;Азов;100000;12
646;Медицинская сестра - администратор; KDL Клинико диагностические лаборатории;Новосибирск;30000;10
647;Сборщик заказов; Пятёрочка. Склад, логистика;Северодвинск;100000;18
648;Сборщик заказов; Пятёрочка. Склад, логистика;Юрга;100000;13
649;Повар-сушист (г.Минск цех по производству суши);ЗАО Доброном;Минск;1440;8
650;Санитарка/санитар (уборщица/уборщик); ГК Эксперт;Санкт-Петербург;20600;16
651;Административный менеджер со знанием английского языка; Группа компаний ОТРАДА;Липецк;100000;2
652;Оператор производства;АО Р-Фарм;Москва;100000;16
653;Оператор линии на завод «Мерседес-Бенц»; Kelly Services;Зеленоград;40000;2
654;Сборщик заказов; Пятёрочка. Склад, логистика;Коноша;100000;20
655;Руководитель отдела продаж; ЮРФИНАНС;Красноярск;69000;1
656;Сборщик заказов; Пятёрочка. Склад, логистика;Мурино;100000;15
657;Сборщик заказов; Пятёрочка. Склад, логистика;Аша;100000;8
658;Сборщик заказов; Пятёрочка. Склад, логистика;Волжский(Волгоградская область);100000;9
659;Продавец-консультант парфюмерии;ИП Пермяков Максим Юрьевич;Чебоксары;20000;11
660;Сборщик заказов; Пятёрочка. Склад, логистика;Курск;100000;10
661;Сборщик заказов; Пятёрочка. Склад, логистика;Череповец;100000;16
662;Комплектовщик/оператор склада; YouDo;Нефтекамск;36000;18
663;Менеджер по комплектации/импорт-менеджер; Студия Анжелики Прудниковой;Москва;70000;14
664;Менеджер по продажам; IMEX GROUP;Ташкент;2000000;19
665;Ведущий специалист по охране труда;ООО ШЕРЕМЕТЬЕВО ХЭНДЛИНГ;Москва;60000;12
666;Приемосдатчик ССБ (Контролер на склад); Fix Price;Казань;40000;7
667;Продавец-кассир ( бариста);ООО Три правила;Москва;30000;16
668;Оператор склада; Ozon Логистика ;Воронеж;40000;12
669;Охранник без лицензии; Кадровое агентство Страж;Москва;45000;3
670;Сборщик заказов; Пятёрочка. Склад, логистика;Зилаир;100000;9
671;Сборщик заказов; Пятёрочка. Склад, логистика;Курган;100000;14
672;Сборщик заказов; Пятёрочка. Склад, логистика;Новая Адыгея;100000;8
673;Водитель-курьер на личном автомобиле; СберМаркет;Нижний Новгород;100000;11
674;Сборщик заказов; Пятёрочка. Склад, логистика;Тамбов;100000;19
675;Сборщик заказов; Пятёрочка. Склад, логистика;Новоуральск;100000;20
676;Кредитный инспектор по работе с юридическими лицами; Сбер для экспертов;Нижний Новгород;100000;20
677;Менеджер по работе с клиентами; ЭксИм Пасифик;Москва;50000;19
678;Интернет-маркетолог / Специалист по контекстной рекламе; Центр выдачи Электронных подписей;Москва;100000;3
679;Начальник отдела технического контроля (производство стройматериалов);ООО DURABLE MANAGEMENT;Ташкент;4000000;13
680;C++ Developer;ООО СК хайникс мемори солюшнс Восточная Европа;Минск;100000;1
681;Полицейский;Гос. корп. 1-й оперативный полк полиции ГУ МВД России по г. Москве (1 кавалерийский батальон, 1 рота);Москва;60000;17
682;Сборщик заказов; Пятёрочка. Склад, логистика;Алапаевск;100000;8
683;Медицинский представитель;ООО Vantage Focus;Ташкент;3000000;20
684;Сборщик заказов; Пятёрочка. Склад, логистика;Барнаул;100000;20
685;Менеджер по работе с клиентами; Capital Skills;Москва;70000;11
686;Сборщик заказов; Пятёрочка. Склад, логистика;Микунь;100000;4
687;Сборщик заказов; Пятёрочка. Склад, логистика;Новочеркасск;100000;18
688;Сборщик заказов; Пятёрочка. Склад, логистика;Радужный (Владимирская область);100000;6
689;Менеджер по продажам; Этажи, федеральная компания;Санкт-Петербург;100000;12
690;Сборщик заказов; Пятёрочка. Склад, логистика;Багаевская;100000;20
691;Сборщик заказов; Пятёрочка. Склад, логистика;Полазна;100000;6
692;Мастер птицеводческой продукции;ОАО Солигорская птицефабрика;Солигорск;1200;8
693;Риэлтор-стажер с обучением; ЖИЛФОНД, агентство недвижимости;Барнаул;37500;8
694;Водитель такси Яндекс.Такси;ООО ДРАЙВКЛАБ;Минск;1500;9
695;Сборщик заказов; Пятёрочка. Склад, логистика;Владикавказ;100000;13
696;Продавец в ТЦ МегаГрин; Белвест;Курск;22000;19
697;Сборщик заказов; Пятёрочка. Склад, логистика;Сердобск;100000;6
698;Сборщик заказов; Пятёрочка. Склад, логистика;Менделеевск;100000;6
699;Сборщик заказов; Пятёрочка. Склад, логистика;Лебедянь;100000;2
700;Оператор терминала (работник склада); DPD в России;Рязань;27600;3
701;Продавец; Билайн: Офисы продаж;Санкт-Петербург;55000;16
702;Сборщик заказов; Пятёрочка. Склад, логистика;Дзержинск (Нижегородская область);100000;10
703;Сборщик заказов; Пятёрочка. Склад, логистика;Архангельск;100000;11
704;Сборщик заказов; Пятёрочка. Склад, логистика;Асбест;100000;1
705;Сборщик заказов; Пятёрочка. Склад, логистика;Вязьма;100000;17
706;Сборщик заказов; Пятёрочка. Склад, логистика;Лагань;100000;11
707;Сборщик заказов; Пятёрочка. Склад, логистика;Лихославль;100000;17
708;Инженер по тестированию ПО; Docsvision;Санкт-Петербург;100000;12
709;Руководитель отдела ВЭД;ООО Компания Юнипром;Нижний Новгород;100000;11
710;Механик (Камчатский край);ООО ГК Тайгонос;Иркутск;130000;1
711;Медицинская сестра-анестезист;ОАО Институт пластической хирургии и косметологии;Москва;65000;1
712;Продавец-кассир; Пятёрочка. Магазины;Моздок;100000;9
713;Массажистка/ массажист;ИП Пимоненко О.А;Нур-Султан;250000;13
714;Сервис-консультант; ОсОО Кондитерский дом Куликовский;Новосибирск;25000;20
